CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
146	42780	Selinsgrove, PA Micro Area	2	851547199	7158854	328.784	2.764	40.755407	-77.072929                                                                                                             
388	42820	Selma, AL Micro Area	2	2534919608	39124778	978.738	15.106	32.333526	-87.11436                                                                                                                 
273	42860	Seneca, SC Micro Area	2	1622773470	121745539	626.556	47.006	34.748766	-83.06154                                                                                                               
464	42900	Seneca Falls, NY Micro Area	2	838372770	172818530	323.698	66.726	42.782294	-76.827088                                                                                                         
315	42940	Sevierville, TN Micro Area	2	1534538403	13489383	592.489	5.208	35.787822	-83.5249                                                                                                             
294	42980	Seymour, IN Micro Area	2	1320836472	10174044	509.978	3.928	38.911957	-86.042516                                                                                                               
267	43020	Shawano, WI Micro Area	2	3239659315	60905538	1250.84	23.516	44.851643	-88.745543                                                                                                              
416	43060	Shawnee, OK Micro Area	2	2040375639	14845673	787.793	5.732	35.211391	-96.957004                                                                                                               
172	43140	Shelby, NC Micro Area	2	1202400603	10177696	464.249	3.93	35.33463	-81.557114                                                                                                                  
400	43180	Shelbyville, TN Micro Area	2	1226719748	2980759	473.639	1.151	35.51366	-86.458294                                                                                                             
500	43220	Shelton, WA Micro Area	2	2485218918	236969801	959.548	91.495	47.350832	-123.173103                                                                                                            
206	43300	Sherman-Denison, TX Metro Area	1	2416033533	120074902	932.836	46.361	33.624524	-96.675693                                                                                                     
508	43340	Shreveport-Bossier City, LA Metro Area	1	6722151484	267040207	2595.437	103.105	32.437682	-93.744884                                                                                           
212	43380	Sidney, OH Micro Area	2	1055922239	7802978	407.694	3.013	40.33668	-84.204142                                                                                                                  
164	43460	Sikeston, MO Micro Area	2	1087808789	15175233	420.005	5.859	37.047793	-89.568098                                                                                                              
306	43740	Somerset, PA Micro Area	2	2784357763	17118618	1075.047	6.61	39.981297	-79.028486                                                                                                              
515	43780	South Bend-Mishawaka, IN-MI Metro Area	1	2455011330	56486701	947.885	21.81	41.774981	-86.123014                                                                                               
273	43900	Spartanburg, SC Metro Area	1	2093676309	29525370	808.373	11.4	34.932014	-81.991624                                                                                                            
452	43940	Spearfish, SD Micro Area	2	2072127354	667509	800.053	0.258	44.348514	-103.806362                                                                                                              
517	43980	Spencer, IA Micro Area	2	1469139465	13866648	567.238	5.354	43.081224	-95.149875                                                                                                               
517	44020	Spirit Lake, IA Micro Area	2	985574547	60680641	380.532	23.429	43.389611	-95.196057                                                                                                           
518	44060	Spokane-Spokane Valley, WA Metro Area	1	10984961488	206364783	4241.318	79.678	48.091618	-117.663472                                                                                           
522	44100	Springfield, IL Metro Area	1	3063043201	25317291	1182.648	9.775	39.828611	-89.696084                                                                                                          
212	44220	Springfield, OH Metro Area	1	1027907500	14611224	396.877	5.641	39.917032	-83.783676                                                                                                           
524	44300	State College, PA Metro Area	1	2871539708	11177389	1108.708	4.316	40.909128	-77.847877                                                                                                        
496	44340	Statesboro, GA Micro Area	2	1750735216	32827779	675.963	12.675	32.394481	-81.741618                                                                                                           
277	44420	Staunton, VA Metro Area	1	2595074273	10049475	1001.964	3.88	38.160958	-79.127632                                                                                                              
525	44460	Steamboat Springs, CO Micro Area	2	6117602800	15831744	2362.02	6.113	40.483664	-106.987702                                                                                                    
221	44580	Sterling, IL Micro Area	2	1771808920	31883751	684.099	12.31	41.750673	-89.911005                                                                                                              
554	44620	Stevens Point, WI Micro Area	2	2074252980	56835087	800.874	21.944	44.476246	-89.49807                                                                                                         
488	44700	Stockton, CA Metro Area	1	3606222502	89027654	1392.37	34.374	37.934982	-121.272244                                                                                                            
310	44780	Sturgis, MI Micro Area	2	1296536371	52915577	500.596	20.431	41.911488	-85.52287                                                                                                               
174	44900	Summerville, GA Micro Area	2	811512398	570806	313.327	0.22	34.474178	-85.345289                                                                                                               
146	44980	Sunbury, PA Micro Area	2	1185344304	50674892	457.664	19.566	40.851524	-76.709877                                                                                                              
532	45060	Syracuse, NY Metro Area	1	6176833214	1020680182	2384.889	394.087	43.006516	-76.196134                                                                                                         
142	45180	Talladega-Sylacauga, AL Micro Area	2	1908346572	60874403	736.817	23.504	33.369314	-86.17593                                                                                                   
522	45380	Taylorville, IL Micro Area	2	1837569687	16227346	709.49	6.265	39.545524	-89.279593                                                                                                            
422	45540	The Villages, FL Metro Area	1	1442967719	58773420	557.133	22.693	28.715444	-82.069952                                                                                                         
122	45580	Thomaston, GA Micro Area	2	837774876	10585407	323.467	4.087	32.881837	-84.292283                                                                                                              
534	45660	Tiffin, OH Micro Area	2	1427151728	4576816	551.026	1.767	41.119992	-83.127547                                                                                                                 
122	45740	Toccoa, GA Micro Area	2	463254409	13035162	178.864	5.033	34.553582	-83.290588                                                                                                                 
534	45780	Toledo, OH Metro Area	1	4187949479	1532455676	1616.976	591.684	41.555313	-83.517088                                                                                                           
408	45860	Torrington, CT Micro Area	2	2384123146	62350378	920.515	24.074	41.791883	-73.235404                                                                                                           
408	45940	Trenton-Princeton, NJ Metro Area	1	581297767	11434809	224.44	4.415	40.282503	-74.703724                                                                                                       
472	46020	Truckee-Grass Valley, CA Micro Area	2	2480587302	41531993	957.76	16.036	39.297508	-120.771343                                                                                                 
536	46060	Tucson, AZ Metro Area	1	23798597680	5112018	9188.69	1.974	32.128038	-111.783657                                                                                                               
538	46140	Tulsa, OK Metro Area	1	16239811744	491974089	6270.227	189.952	36.254442	-96.177298                                                                                                            
539	46180	Tupelo, MS Micro Area	2	4909474796	44772647	1895.559	17.287	34.340033	-88.651184                                                                                                              
540	46340	Tyler, TX Metro Area	1	2386604289	73163662	921.473	28.249	32.377016	-95.270041                                                                                                                
273	46420	Union, SC Micro Area	2	1330180037	4792745	513.585	1.85	34.690397	-81.615896                                                                                                                   
362	46460	Union City, TN Micro Area	2	1411148373	27448903	544.847	10.598	36.361892	-89.148078                                                                                                           
212	46500	Urbana, OH Micro Area	2	1111077538	2173115	428.989	0.839	40.132775	-83.767604                                                                                                                 
488	46700	Vallejo, CA Metro Area	1	2128527683	218619356	821.829	84.409	38.267226	-121.939594                                                                                                            
338	46780	Van Wert, OH Micro Area	2	1059692855	3287921	409.15	1.269	40.85552	-84.585775                                                                                                                 
298	46980	Vicksburg, MS Micro Area	2	1524286572	77759819	588.53	30.023	32.356095	-90.852384                                                                                                             
544	47020	Victoria, TX Metro Area	1	4491343496	36475959	1734.117	14.083	28.731455	-97.196993                                                                                                            
428	47220	Vineland-Bridgeton, NJ Metro Area	1	1251898249	503713126	483.361	194.485	39.328434	-75.121628                                                                                                 
545	47260	Virginia Beach-Norfolk-Newport News, VA-NC Metro Area	1	9143678927	3427703930	3530.394	1323.444	36.804408	-76.449526                                                                          
244	47420	Wahpeton, ND-MN Micro Area	2	5663558855	25515714	2186.712	9.852	46.29395	-96.790701                                                                                                           
313	47460	Walla Walla, WA Metro Area	1	3289370358	74932288	1270.033	28.932	46.254606	-118.48037                                                                                                         
338	47540	Wapakoneta, OH Micro Area	2	1039590216	1339586	401.388	0.517	40.561309	-84.224018                                                                                                             
356	47580	Warner Robins, GA Metro Area	1	1363188902	12668688	526.33	4.891	32.492806	-83.711084                                                                                                          
312	47660	Warrensburg, MO Micro Area	2	2147776085	10180467	829.261	3.931	38.741528	-93.811863                                                                                                           
515	47700	Warsaw, IN Micro Area	2	1376434729	59436572	531.444	22.949	41.244293	-85.861575                                                                                                               
272	47820	Washington, NC Micro Area	2	2156776424	336988229	832.736	130.112	35.482313	-76.842014                                                                                                         
548	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area	1	17010228389	1128156605	6567.686	435.584	38.798205	-77.486882                                                                        
198	47920	Washington Court House, OH Micro Area	2	1052469885	1694038	406.361	0.654	39.555246	-83.461893                                                                                                 
376	48020	Watertown-Fort Atkinson, WI Micro Area	2	1441308410	67985729	556.492	26.249	43.013804	-88.773985                                                                                              
422	48100	Wauchula, FL Micro Area	2	1651297014	1472455	637.569	0.569	27.492846	-81.82158                                                                                                                
554	48140	Wausau-Weston, WI Metro Area	1	6277868296	153396133	2423.899	59.227	45.05398	-89.757905                                                                                                       
430	48260	Weirton-Steubenville, WV-OH Metro Area	1	1502009994	29946857	579.929	11.563	40.388914	-80.701966                                                                                              
200	48500	West Point, MS Micro Area	2	1062082196	15376919	410.072	5.937	33.65967	-88.782468                                                                                                             
376	48580	Whitewater, WI Micro Area	2	1438448435	54928965	555.388	21.208	42.66811	-88.541731                                                                                                            
556	48620	Wichita, KS Metro Area	1	10743441476	86140450	4148.066	33.259	37.637896	-97.246287                                                                                                            
558	48700	Williamsport, PA Metro Area	1	3182886778	38917581	1228.92	15.026	41.343882	-77.055262                                                                                                         
178	48940	Wilmington, OH Micro Area	2	1058609496	9329331	408.731	3.602	39.416681	-83.804583                                                                                                             
468	48980	Wilson, NC Micro Area	2	952013027	14332439	367.574	5.534	35.700357	-77.921598                                                                                                                 
548	49020	Winchester, VA-WV Metro Area	1	2752456889	16817754	1062.73	6.493	39.272974	-78.471828                                                                                                         
556	49060	Winfield, KS Micro Area	2	2915648171	17322935	1125.738	6.688	37.234507	-96.837247                                                                                                             
268	49180	Winston-Salem, NC Metro Area	1	5203324601	81533467	2009.015	31.48	36.078852	-80.345064                                                                                                        
554	49220	Wisconsin Rapids-Marshfield, WI Micro Area	2	2053959984	41993013	793.038	16.214	44.461413	-90.038825                                                                                          
184	49300	Wooster, OH Micro Area	2	1436897054	5040384	554.789	1.946	40.829661	-81.887194                                                                                                                
148	49340	Worcester, MA-CT Metro Area	1	5241105209	198845076	2023.602	76.775	42.217311	-71.925535                                                                                                       
434	49500	Yauco, PR Metro Area	1	496370944	228599868	191.65	88.263	18.006724	-66.831733                                                                                                                 
276	49620	York-Hanover, PA Metro Area	1	2342295972	16503210	904.366	6.372	39.921751	-76.728889                                                                                                          
566	49660	Youngstown-Warren-Boardman, OH-PA Metro Area	1	4408441873	109322747	1702.109	42.21	41.23646	-80.561784                                                                                        
472	49700	Yuba City, CA Metro Area	1	3197863368	45895634	1234.702	17.72	39.160969	-121.511833                                                                                                           
198	49780	Zanesville, OH Micro Area	2	1721165826	20823924	664.546	8.04	39.966046	-81.943506                                                                                                             
	19000	Cullowhee, NC Micro Area	2	2638771557	42170499	1018.835	16.282	35.389045	-83.322832                                                                                                              
	45000	Susanville, CA Micro Area	2	11762017378	463024232	4541.34	178.775	40.715287	-120.621223                                                                                                          
	17020	Chico, CA Metro Area	1	4238488698	105260548	1636.49	40.641	39.665336	-121.603209                                                                                                                 
	26020	Hobbs, NM Micro Area	2	11374066527	8147103	4391.552	3.146	32.795687	-103.413271                                                                                                                  
	30020	Lawton, OK Metro Area	1	4408058170	61644143	1701.961	23.801	34.529113	-98.430902                                                                                                                 
	35020	Natchez, MS-LA Micro Area	2	3002824614	195596517	1159.397	75.52	31.481833	-91.525331                                                                                                             
	45020	Sweetwater, TX Micro Area	2	2362061742	5052159	911.997	1.951	32.312338	-100.418108                                                                                                               
	42020	San Luis Obispo-Paso Robles, CA Metro Area	1	8549172832	815618272	3300.854	314.912	35.388189	-120.448897                                                                                         
	11060	Altus, OK Micro Area	2	2078860507	4114418	802.653	1.589	34.594006	-99.412235                                                                                                                     
	15060	Brookings, OR Micro Area	2	4217489863	934614482	1628.382	360.857	42.466439	-124.210929                                                                                                           
	19060	Cumberland, MD-WV Metro Area	1	1942711769	18227642	750.085	7.038	39.532185	-78.807082                                                                                                            
	16060	Carbondale-Marion, IL Metro Area	1	3490047996	123601304	1347.515	47.723	37.689742	-89.105149                                                                                                     
	20060	Douglas, GA Micro Area	2	2421608804	31585768	934.988	12.195	31.459541	-82.867327                                                                                                                 
	25060	Gulfport-Biloxi, MS Metro Area	1	5739194892	2105708206	2215.916	813.019	30.480153	-88.999297                                                                                                     
	28060	Kalispell, MT Micro Area	2	13175844498	437162491	5087.222	168.789	48.295422	-114.052059                                                                                                          
	30060	Lebanon, MO Micro Area	2	1980383070	8711544	764.63	3.364	37.659698	-92.594843                                                                                                                    
	35060	Natchitoches, LA Micro Area	2	3246092085	119733774	1253.323	46.229	31.732509	-93.082546                                                                                                          
	37060	Oxford, MS Micro Area	2	1636088509	123105438	631.697	47.531	34.353078	-89.485385                                                                                                                 
	39060	Pottsville, PA Micro Area	2	2016509909	10820294	778.579	4.178	40.703682	-76.217788                                                                                                               
	40060	Richmond, VA Metro Area	1	11303658307	330855403	4364.367	127.744	37.411324	-77.441816                                                                                                            
	48060	Watertown-Fort Drum, NY Metro Area	1	3285929042	1524605118	1268.704	588.653	43.996389	-76.052968                                                                                                 
	47080	Vidalia, GA Micro Area	2	1567351925	27267606	605.158	10.528	32.154218	-82.411379                                                                                                                 
	49080	Winnemucca, NV Micro Area	2	24969535443	44194837	9640.792	17.064	41.407914	-118.127591                                                                                                           
	10100	Aberdeen, SD Micro Area	2	7353004128	111384253	2839.011	43.006	45.519435	-98.7007                                                                                                                
	15100	Brookings, SD Micro Area	2	2051833299	32942236	792.217	12.719	44.376675	-96.797797                                                                                                               
	16100	Carlsbad-Artesia, NM Micro Area	2	10816688007	56493049	4176.347	21.812	32.457835	-104.306434                                                                                                     
	18100	Columbus, NE Micro Area	2	1745780718	27297317	674.05	10.54	41.576866	-97.513467                                                                                                                  
	25100	Guymon, OK Micro Area	2	5286873570	19218939	2041.273	7.42	36.746317	-101.483855                                                                                                                  
	27100	Jackson, MI Metro Area	1	1817904856	55933446	701.897	21.596	42.248474	-84.420868                                                                                                                 
	30100	Lebanon, NH-VT Micro Area	2	10109885858	174777386	3903.449	67.482	43.785726	-72.159142                                                                                                           
	29100	La Crosse-Onalaska, WI-MN Metro Area	1	2599952402	116653787	1003.847	45.04	43.783246	-91.318743                                                                                                  
	32100	Marquette, MI Micro Area	2	4685420988	4185337774	1809.051	1615.968	46.656596	-87.584028                                                                                                          
	36100	Ocala, FL Metro Area	1	4113993941	192281837	1588.422	74.24	29.202805	-82.0431                                                                                                                    
	41100	St. George, UT Metro Area	1	6287037039	7781671	2427.439	3.005	37.262531	-113.4878                                                                                                                
	43100	Sheboygan, WI Metro Area	1	1324851053	1967647657	511.528	759.713	43.741232	-87.731516                                                                                                            
	46100	Tullahoma-Manchester, TN Micro Area	2	2881836924	72619550	1112.684	28.039	35.303085	-86.111905                                                                                                   
	49100	Winona, MN Micro Area	2	1621791140	40051870	626.177	15.464	43.981353	-91.777044                                                                                                                  
	21120	Elk City, OK Micro Area	2	2335328724	5521744	901.675	2.132	35.270601	-99.690057                                                                                                                  
	10140	Aberdeen, WA Micro Area	2	4924794342	834310602	1901.474	322.129	47.113732	-123.826735                                                                                                            
	11140	Americus, GA Micro Area	2	1682937488	27581090	649.786	10.649	32.098355	-84.224304                                                                                                                
	13140	Beaumont-Port Arthur, TX Metro Area	1	5441915485	747466138	2101.135	288.598	30.075928	-94.202705                                                                                                 
	14140	Bluefield, WV-VA Micro Area	2	3355080341	9909863	1295.404	3.826	37.208488	-81.33484                                                                                                              
	16140	Carroll, IA Micro Area	2	1474877210	2145349	569.453	0.828	42.039502	-94.86765                                                                                                                    
	20140	Dublin, GA Micro Area	2	3392329367	45906009	1309.786	17.724	32.50894	-82.810013                                                                                                                  
	22140	Farmington, NM Metro Area	1	14289563220	54895407	5517.231	21.195	36.511624	-108.324578                                                                                                           
	24140	Goldsboro, NC Metro Area	1	1434651139	9842326	553.922	3.8	35.35419	-78.00867                                                                                                                     
	26140	Homosassa Springs, FL Metro Area	1	1507161659	981147323	581.918	378.823	28.850292	-82.595552                                                                                                     
	32140	Marshall, MN Micro Area	2	1850315110	18794794	714.411	7.257	44.409195	-95.847268                                                                                                                 
	44140	Springfield, MA Metro Area	1	4774496240	156670398	1843.443	60.491	42.364833	-72.619406                                                                                                           
	45140	Tahlequah, OK Micro Area	2	1940228933	69661251	749.127	26.896	35.904367	-94.996796                                                                                                               
	39150	Prescott Valley-Prescott, AZ Metro Area	1	21038142263	11513573	8122.872	4.445	34.631071	-112.577225                                                                                              
	27160	Jackson, OH Micro Area	2	1088598926	3167846	420.31	1.223	39.013477	-82.614142                                                                                                                    
	10180	Abilene, TX Metro Area	1	7105668292	36756436	2743.514	14.192	32.452022	-99.718743                                                                                                                
	14180	Blytheville, AR Micro Area	2	2336409934	72224609	902.093	27.886	35.766944	-90.052207                                                                                                             
	19180	Danville, IL Metro Area	1	2326634937	7531157	898.319	2.908	40.186754	-87.726778                                                                                                                  
	21180	Elkins, WV Micro Area	2	2692810850	667359	1039.7	0.258	38.781095	-79.867788                                                                                                                      
	28180	Kapaa, HI Micro Area	2	1605492716	1674243852	619.884	646.429	22.012038	-159.705965                                                                                                               
	33180	Middlesborough, KY Micro Area	2	929965658	5321860	359.062	2.055	36.728928	-83.680718                                                                                                             
	32180	Marshall, MO Micro Area	2	1956761965	29542462	755.51	11.406	39.13584	-93.204164                                                                                                                  
	38180	Pierre, SD Micro Area	2	5661606952	341706912	2185.959	131.934	44.404897	-100.484817                                                                                                              
	40180	Riverton, WY Micro Area	2	23785388836	212768588	9183.59	82.15	43.054831	-108.608935                                                                                                              
	44180	Springfield, MO Metro Area	1	7787988846	35512792	3006.959	13.712	37.36087	-93.180262                                                                                                             
	47180	Vincennes, IN Micro Area	2	1335984786	20892977	515.827	8.067	38.688391	-87.420354                                                                                                                
	48180	Waycross, GA Micro Area	2	3210803678	29833404	1239.698	11.519	31.133114	-82.36865                                                                                                                
	25200	Hailey, ID Micro Area	2	9613963534	56204670	3711.972	21.701	43.445822	-114.183901                                                                                                                
	42200	Santa Maria-Santa Barbara, CA Metro Area	1	7080860393	2729213352	2733.936	1053.755	34.536677	-120.038364                                                                                         
	10220	Ada, OK Micro Area	2	1865856327	12574651	720.411	4.855	34.721415	-96.69178                                                                                                                       
	15220	Brownwood, TX Micro Area	2	2446120246	32375524	944.452	12.5	31.764137	-98.998456                                                                                                                 
	13220	Beckley, WV Metro Area	1	3281441359	27772680	1266.972	10.723	37.905325	-81.164436                                                                                                                
	16220	Casper, WY Metro Area	1	13831928341	90969261	5340.538	35.123	42.977645	-106.768219                                                                                                               
	17220	Clarksburg, WV Micro Area	2	2353009814	10802215	908.502	4.171	39.28835	-80.43153                                                                                                                 
	20220	Dubuque, IA Metro Area	1	1575487976	21138781	608.299	8.162	42.463481	-90.878771                                                                                                                  
	19220	Danville, KY Micro Area	2	1329164595	15642809	513.193	6.04	37.507848	-84.735684                                                                                                                  
	21220	Elko, NV Micro Area	2	55294001731	85843260	21349.134	33.144	40.906086	-115.554577                                                                                                                
	22220	Fayetteville-Springdale-Rogers, AR Metro Area	1	6794624848	130214271	2623.419	50.276	36.116394	-94.079545                                                                                        
	24220	Grand Forks, ND-MN Metro Area	1	8824671449	77658176	3407.225	29.984	47.835929	-96.842681                                                                                                         
	26220	Hood River, OR Micro Area	2	1352200146	29043701	522.087	11.214	45.511775	-121.655976                                                                                                             
	27220	Jackson, WY-ID Micro Area	2	11514930031	573727586	4445.94	221.517	44.048662	-110.426087                                                                                                          
	31220	Ludington, MI Micro Area	2	1281963206	1935616622	494.969	747.346	43.957196	-86.442937                                                                                                            
	34220	Moultrie, GA Micro Area	2	1416818773	24869747	547.037	9.602	31.189707	-83.769773                                                                                                                 
	39220	Price, UT Micro Area	2	3831067716	15844443	1479.184	6.118	39.673284	-110.588484                                                                                                                  
	40220	Roanoke, VA Metro Area	1	4836979660	72217444	1867.568	27.883	37.286226	-79.946935                                                                                                                
	46220	Tuscaloosa, AL Metro Area	1	9047524921	167143352	3493.269	64.534	33.097877	-87.799147                                                                                                            
	45220	Tallahassee, FL Metro Area	1	6188264027	1115060426	2389.302	430.527	30.346366	-84.267001                                                                                                         
	48220	Weatherford, OK Micro Area	2	2560924936	34326632	988.779	13.254	35.645601	-98.997386                                                                                                             
	47240	Vineyard Haven, MA Micro Area	2	267292993	1004291414	103.202	387.759	41.38097	-70.701499                                                                                                         
	11260	Anchorage, AK Metro Area	1	68411338463	2067935177	26413.767	798.434	62.212784	-149.678222                                                                                                        
	12260	Augusta-Richmond County, GA-SC Metro Area	1	9015022070	262407971	3480.72	101.316	33.460371	-81.982833                                                                                            
	15260	Brunswick, GA Metro Area	1	3352025475	808563365	1294.224	312.188	31.301739	-81.588909                                                                                                            
	16260	Cedar City, UT Micro Area	2	8537474385	11390956	3296.337	4.398	37.909304	-113.30674                                                                                                              
	17260	Clarksdale, MS Micro Area	2	1432509882	77542049	553.095	29.939	34.230316	-90.60401                                                                                                               
	18260	Cookeville, TN Micro Area	2	2961364792	35053195	1143.389	13.534	36.277251	-85.468501                                                                                                             
	19260	Danville, VA Micro Area	2	2620550199	26245213	1011.8	10.133	36.811853	-79.400122                                                                                                                 
	20260	Duluth, MN-WI Metro Area	1	27252221889	4360911130	10522.142	1683.757	47.347503	-92.155335                                                                                                        
	21260	Ellensburg, WA Micro Area	2	5949926850	92486168	2297.28	35.709	47.124441	-120.676709                                                                                                             
	22260	Fergus Falls, MN Micro Area	2	5106508612	654472630	1971.634	252.693	46.405727	-95.714581                                                                                                         
	24260	Grand Island, NE Metro Area	1	4151718094	55758629	1602.987	21.529	41.083926	-98.374218                                                                                                           
	26260	Hope, AR Micro Area	2	3483506356	43227398	1344.989	16.69	33.70084	-93.499549                                                                                                                     
	28260	Kearney, NE Micro Area	2	3844742658	18867970	1484.464	7.285	40.738595	-99.031788                                                                                                                 
	29260	La Grande, OR Micro Area	2	5275651490	4936782	2036.941	1.906	45.304081	-117.999149                                                                                                               
	31260	Lufkin, TX Micro Area	2	2066460812	173300091	797.865	66.912	31.251896	-94.611134                                                                                                                 
	34260	Mountain Home, AR Micro Area	2	1434660641	84907080	553.926	32.783	36.280268	-92.329949                                                                                                           
	32260	Marshalltown, IA Micro Area	2	1482776070	1803080	572.503	0.696	42.0417	-92.981403                                                                                                                
	38260	Pittsburg, KS Micro Area	2	1527499258	13573629	589.771	5.241	37.505821	-94.853897                                                                                                                
	41260	St. Marys, PA Micro Area	2	2141664734	12791578	826.901	4.939	41.427332	-78.653937                                                                                                                
	43260	Sheridan, WY Micro Area	2	6535475076	7986330	2523.361	3.084	44.781369	-106.881211                                                                                                                
	44260	Starkville, MS Micro Area	2	2277628062	14930940	879.397	5.765	33.514617	-89.077508                                                                                                               
	49260	Woodward, OK Micro Area	2	6408311170	10645808	2474.263	4.11	36.331293	-99.500686                                                                                                                 
	12300	Augusta-Waterville, ME Micro Area	2	2246739614	216791008	867.471	83.703	44.417012	-69.765764                                                                                                     
	13300	Beeville, TX Micro Area	2	2279809487	246409	880.239	0.095	28.416077	-97.742586                                                                                                                   
	18300	Coos Bay, OR Micro Area	2	4133788140	544653413	1596.065	210.292	43.18591	-124.094133                                                                                                             
	17300	Clarksville, TN-KY Metro Area	1	5589088416	218217640	2157.959	84.254	36.69571	-87.624307                                                                                                         
	20300	Dumas, TX Micro Area	2	2330207191	25699789	899.698	9.923	35.835676	-101.890502                                                                                                                   
	24300	Grand Junction, CO Metro Area	1	8621348079	31991710	3328.721	12.352	39.019524	-108.460571                                                                                                        
	28300	Keene, NH Micro Area	2	1830367250	57589051	706.709	22.235	42.92546	-72.248183                                                                                                                    
	30300	Lewiston, ID-WA Metro Area	1	3844567737	32544613	1484.396	12.566	46.251696	-116.925017                                                                                                           
	33300	Milledgeville, GA Micro Area	2	1890082630	42285655	729.765	16.327	33.198527	-83.091149                                                                                                           
	32300	Martinsville, VA Micro Area	2	1018659273	5405363	393.307	2.087	36.682503	-79.872564                                                                                                              
	36300	Ogdensburg-Massena, NY Micro Area	2	6939914687	367260873	2679.516	141.8	44.488112	-75.074311                                                                                                     
	37300	Palestine, TX Micro Area	2	2752164828	39845046	1062.617	15.384	31.841261	-95.661727                                                                                                              
	42300	Sault Ste. Marie, MI Micro Area	2	4036515583	2952489040	1558.507	1139.962	46.321819	-84.52063                                                                                                    
	46300	Twin Falls, ID Metro Area	1	6524835821	30979592	2519.253	11.961	42.440397	-114.568729                                                                                                            
	45300	Tampa-St. Petersburg-Clearwater, FL Metro Area	1	6514283000	3650513344	2515.179	1409.471	28.120541	-82.525188                                                                                    
	47300	Visalia, CA Metro Area	1	12493840855	37260863	4823.899	14.387	36.228834	-118.781055                                                                                                              
	48300	Wenatchee, WA Metro Area	1	12277634907	266210540	4740.422	102.784	47.76611	-120.270197                                                                                                           
	43320	Show Low, AZ Micro Area	2	25769061034	24125807	9949.491	9.315	35.390785	-110.321025                                                                                                              
	24330	Grand Rapids, MN Micro Area	2	6909414900	673890473	2667.74	260.191	47.490817	-93.611102                                                                                                          
	17340	Clearlake, CA Micro Area	2	3254452700	188748214	1256.551	72.876	39.094802	-122.746757                                                                                                            
	20340	Duncan, OK Micro Area	2	2253830200	54833890	870.209	21.171	34.481361	-97.855607                                                                                                                  
	22340	Fitzgerald, GA Micro Area	2	647802123	9814374	250.118	3.789	31.740772	-83.147197                                                                                                                 
	26340	Houghton, MI Micro Area	2	4012441638	15329028156	1549.212	5918.571	47.367297	-88.351332                                                                                                          
	27340	Jacksonville, NC Metro Area	1	1973765096	370675285	762.075	143.119	34.763109	-77.499469                                                                                                          
	31340	Lynchburg, VA Metro Area	1	5491999818	68485365	2120.473	26.442	37.364926	-79.216689                                                                                                              
	32340	Maryville, MO Micro Area	2	2271326613	2361588	876.964	0.912	40.361136	-94.883146                                                                                                                 
	36340	Oil City, PA Micro Area	2	1746337768	22149577	674.265	8.552	41.400714	-79.765813                                                                                                                 
	37340	Palm Bay-Melbourne-Titusville, FL Metro Area	1	2628762626	1403940953	1014.971	542.065	28.298311	-80.700333                                                                                       
